,country,cm_name,year,price,wheat_p,gdp,pop,wheat_af,rice_p,rice_af,meat_p,meat_af,orange_p,orange_af
3130,Colombia,Wheat flour - Wholesale,2008,0.47,39191.0,5472.53662109375,43815316.0,7.681916432045302e-05,,,,,,
3131,Colombia,Wheat flour - Wholesale,2008,0.48,39191.0,5472.53662109375,43815316.0,7.845361462514352e-05,,,,,,
3132,Colombia,Wheat flour - Wholesale,2008,0.49,39191.0,5472.53662109375,43815316.0,8.008806492983401e-05,,,,,,
3133,Colombia,Wheat flour - Wholesale,2008,0.5,39191.0,5472.53662109375,43815316.0,8.17225152345245e-05,,,,,,
3134,Colombia,Wheat flour - Wholesale,2008,0.53,39191.0,5472.53662109375,43815316.0,8.662586614859598e-05,,,,,,
3135,Colombia,Wheat flour - Wholesale,2008,0.54,39191.0,5472.53662109375,43815316.0,8.826031645328647e-05,,,,,,
3136,Colombia,Wheat flour - Wholesale,2008,0.55,39191.0,5472.53662109375,43815316.0,8.989476675797695e-05,,,,,,
3137,Colombia,Wheat flour - Wholesale,2008,0.58,39191.0,5472.53662109375,43815316.0,9.479811767204841e-05,,,,,,
3138,Colombia,Wheat flour - Wholesale,2009,0.2,24349.0,5193.24169921875,44313916.0,2.116081837419411e-05,,,,,,
3139,Colombia,Wheat flour - Wholesale,2009,0.21,24349.0,5193.24169921875,44313916.0,2.2218859292903813e-05,,,,,,
3140,Colombia,Wheat flour - Wholesale,2009,0.22,24349.0,5193.24169921875,44313916.0,2.327690021161352e-05,,,,,,
3141,Colombia,Wheat flour - Wholesale,2009,0.23,24349.0,5193.24169921875,44313916.0,2.4334941130323227e-05,,,,,,
3142,Colombia,Wheat flour - Wholesale,2009,0.24,24349.0,5193.24169921875,44313916.0,2.5392982049032928e-05,,,,,,
3143,Colombia,Wheat flour - Wholesale,2009,0.25,24349.0,5193.24169921875,44313916.0,2.645102296774264e-05,,,,,,
3144,Colombia,Wheat flour - Wholesale,2009,0.26,24349.0,5193.24169921875,44313916.0,2.7509063886452345e-05,,,,,,
3145,Colombia,Wheat flour - Wholesale,2009,0.27,24349.0,5193.24169921875,44313916.0,2.8567104805162053e-05,,,,,,
3146,Colombia,Wheat flour - Wholesale,2009,0.28,24349.0,5193.24169921875,44313916.0,2.962514572387176e-05,,,,,,
3147,Colombia,Wheat flour - Wholesale,2009,0.31,24349.0,5193.24169921875,44313916.0,3.2799268480000875e-05,,,,,,
3148,Colombia,Wheat flour - Wholesale,2009,0.35,24349.0,5193.24169921875,44313916.0,3.703143215483969e-05,,,,,,
3149,Colombia,Wheat flour - Wholesale,2009,0.37,24349.0,5193.24169921875,44313916.0,3.9147513992259104e-05,,,,,,
